"","ID","V8","V10","V12","V14","V16","V18","V20","V22","V24","V26","V28","V30","V32","V34","V36","V38","V40","V42","V44","V46","V48","V50","V52","V54","V56","V58","V60","V62","V64","V66","V68","V70","V72","V74","V76","V78","V80","V82","V84","V86","V88","V90"
"29","A29",5,5,5.1,5.1,5.2,4.86,4.8,4.8,4.8,5.22,5.34,5.6,5.6,5.7,5.7,5.7,5.7,5.7,5.73,5.9,5.39,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.4,5.79,5.18,4.6,4.6,4.6,4.6,4.6,4.81,4.67,5
"30","A30",5,5,5,5,5,5,5,5,5.26,5.48,5.6,5.61,5.76,5.8,5.89,5.92,6.03,6.18,6.24,6.3,6.3,6.47,6.68,6.8,7,7.1,7.2,7.2,7.3,7.26,7.4,7.5,7.6,7.7,7.72,7.8,7.8,7.74,7.54,7.4,7.3,7.33
"31","A31",5,5,5,4.9,4.9,5.1,5.1,5.1,5.1,5.1,5.1,5.2,4.9,5.07,5.2,5.2,5.3,5.3,4.8,4.7,4.68,4.3,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.27,4.2,4.2,4.3,4.3
"32","A32",5,5,5,5,5,5,5.1,5.34,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.55,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
"33","A33",5,5,5,5,5,5,5,5,5,5.33,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.39,4.5,4.5,4.5,4.5,4.5,4.5,4.2,4.2,4.2,4.2,4.2,4.2,4.06,4,4,4,4,4,3.97,3.7,3.61,3.6,3.5,3.5
"34","A34",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"35","A35",5,5,5,5.07,5.1,5.2,5.3,5.3,5.3,5.5,5.5,5.6,5.6,5.6,5.6,5.7,5.7,5.7,5.7,5.6,5.6,5.6,5.64,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.69,5.42,5.2,5.2,5.06,5,5.1,4.72,4.7,4.8
"36","A36",5,4.99,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
"37","A37",5,4.8,4.7,4.7,4.7,4.7,4.63,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.33,4.3,4.17,4,4,4,3.89,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.6,3.5,3.5,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3
"38","A38",5,5,4.59,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.53,4.2,3.9,3.9,3.9,3.9,3.72,5.08,5.18,6.8,2.28,5.36,4.29,4,4
"39","A39",5,5,5,5,5.07,5.3,5.3,5.3,5.3,5.28,4.81,4.5,4.5,4.49,4.08,4,4,4,4,4,4,4,4,4,4.27,4.5,4.5,4.5,4.12,3.68,3.5,3.5,3.5,3.5,3.24,3,3,3,2.71,2.6,2.6,2.6
"40","A40",5,5,5.28,5.81,6.12,6.3,6.41,6.37,5.51,5,5.49,6.13,6.14,5.57,4.77,4.23,3.77,3.81,5.68,5.96,4.12,3.11,2.52,3.53,2.78,3.57,3.18,3.32,3.11,3.64,3.57,3.79,4.53,5.1,5.71,5.51,5.53,5.69,5.9,6.18,6.1,6.1
"41","A41",5,5,5,5,5,5,4.96,5.09,5.1,5.1,5.1,5.2,5.34,5.4,5.4,5.5,5.4,5.4,5.4,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.4,5.4,5.4,5.4
"42","A42",5,4.99,4.52,4.4,4.4,4.4,4.4,4.32,4.42,4.83,5.09,5.2,5.29,5.3,5.3,5.3,5.22,4.76,4.7,4.7,4.76,6.42,6.7,6.7,6.7,6.7,6.63,6.06,5.63,5.6,5.6,5.58,5.5,5.5,5.5,5.5,5.5,5.36,5.03,4.8,4.8,4.8
"43","A43",5,5,5,5,4.96,4.8,4.64,4.5,4.5,4.47,4.4,4.4,4.4,4.4,4.31,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.09,3.9,3.81,3.75,3.66,3.6,3.6,3.6,3.5,3.5,3.44,3.34,3.2,3.08,3,3,3
"44","A44",5,5,5,5,5,5.11,5.43,5.93,6.1,6.54,7,7,7,7,7,7,7,7,7.09,7.69,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7.9,7.9,7.9,7.9,7.9
"45","A45",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.54,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
"46","A46",5,5,5,5,5,5,5.62,6.39,6.92,7,7.01,7.1,7.1,7.1,7.1,7.1,7.17,7.3,7.3,7.58,7.54,7.6,7.6,7.6,7.6,7.6,7.6,7.66,7.8,7.8,7.9,7.9,7.9,7.74,7.43,7.2,7.2,7.3,7.3,7.3,7.36,7.5
"47","A47",5,5.1,5.26,5.3,5.4,5.4,5.3,4.8,4.3,4.12,4,4,3.92,3.9,3.9,3.9,3.92,4.27,4.16,3.62,3.54,3.18,3.1,3.09,3.01,3.1,2.94,2.48,2.4,2.4,2.4,2.4,2.38,2,2,1.94,1.9,1.9,2.03,2.56,2.6,2.81
"48","A48",5,5,5,5,5,5,5,5,5,5,5,5,5,4.61,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.39,4,4,4,4,4,4,4,4,4,4
"49","A49",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.26,6.55,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61
"50","A50",5,5.26,5.6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.51,5.7,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.12,4.5
"51","A51",5,4.9,4.88,4.6,4.31,4.09,4,4,4.37,5.12,5.66,6.26,6.5,6.5,6.5,6.6,6.6,6.6,6.6,6.6,6.8,7,7,7,7,7.01,7.4,7.4,7.4,7.43,7.5,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.8,7.4,8.4
"52","A52",5,5,5,5,5,5,5,5,5,5.07,5.54,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
"53","A53",5,5,4.98,3.96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.93,3,3,3,3,3,3,3,3,3,3,3,3
"54","A54",5,5,5.2,5.4,5.59,5.6,5.64,5.88,6.23,6.63,7.58,7.86,8.2,8.2,8.2,8.23,8.5,8.5,8.52,8.6,8.6,8.6,8.6,8.6,8.59,7.09,6.89,6.53,5.96,5.6,5.6,5.6,5.54,5.24,4.87,4.7,4.51,4.24,4.11,4.02,3.91,5.4
"55","A55",5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.88,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.7,4.96,5.2,5.2,5.2,5.2,5.13,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.7,5
"56","A56",5,5,4.2,4,4,4,4,4,4,4,4.77,6,6,6,6,6,6,5.89,4.18,4,4,4,4,4,4,4,5.72,6.5,6.18,6,6,6,5.97,3.75,4,4,4,4,4,4,4,4
"57","A57",5,5,5,4.98,4.28,4,4,3.71,3.43,3.2,3.1,3.09,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"58","A58",5,5,5,5,5,4.14,3.1,2.44,2,2,2,2,2,1.98,2.17,2.5,2.51,3.18,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.12,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4
"59","A59",5,5,5,5,4.96,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
"60","A60",5,5,5,5,5,5,5,5,5,5.62,6.16,7.24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"61","A61",5,5,5,5,4.98,4.31,4,4,4,3.97,3.9,3.9,3.9,3.9,3.9,3.94,4,4.43,4.9,5.27,5.5,5.52,5.6,5.67,5.8,5.9,6,6,6,6.06,6.1,6.1,6.1,6.1,6.1,6.1,6.1,5.79,5.27,5,5,5
"62","A62",5,5,5,5,5,5,5,5,5,5.01,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.4,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.41,5.3,5.3,5.3
"63","A63",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"64","A64",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"65","A65",5,5,5,5,4.84,4.51,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.36,4.3,4.3,4.3,4.3,4.29,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.1
"66","A66",5,5,5,5,4.78,3.94,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.54,4.78,5.1,4.4,4.4,4.4,4.4,4.4,4.4,3.23,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
"67","A67",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"68","A68",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.56,6,6,6,6
"69","A69",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"70","A70",5,4.45,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.8,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.29,3.79,3.38,3.33,3,3.27,2.96,2.7,2.43,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.5,3,3,3,3
"71","A71",5,5,5,4.53,3.8,3.8,3.8,3.8,3.8,3.9,4.48,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.81
"72","A72",5,4.91,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.48,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"73","A73",5,5,5,5,5,5,5,5,5,5,5,5.18,5.9,5.9,5.58,3.2,3.6,3.6,3.6,3.6,3.62,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.42,4.54,4.82,5.5,5.5,5.69,5.7,5.78,5.9,5.86,3.93,3.2,3.32,3.4
"74","A74",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.14,5.3,5.3,5.3,5.07,4.54,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.44,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
"75","A75",5,5,5,5,4.98,4.97,5,5,5,5.03,5.28,5.41,5.54,5.6,5.54,5.4,5.3,5.3,5.12,5.1,4.94,4.9,5.07,5.2,5.2,5.27,5.4,5.3,5.3,5.31,5.5,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.67,5.7,5.7
"76","A76",5,5,5,5.1,5.3,5.3,5.3,5.3,5.4,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.68,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"77","A77",5,5,5,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.5,5.5,5.5,5.5,5.5,5.53,5.7,5.72,5.9,6.1,6.1,6.1,6.1,6.1,6.17,6.27,6.3,6.3,6.3,6.4,6.4,6.4,6.4,6.4,6.4
"78","A78",5,5,4.99,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.81,5.1,5.1,5.1,5.1,5.1,5.1,5.1,4.81,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
"79","A79",5,5,5,5,5,5,4.76,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.58,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
"80","A80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","A81",5,5,4.9,4.9,4.9,4.8,4.8,4.77,4.68,4.6,4.53,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.37,4.3,4.3,4.2,4.2,4.2,4.1,4.01,4,3.9,3.9,3.9,3.9,3.9,3.82,3.8,3.7,3.7,3.68,3.6,3.6,3.6,3.6,3.6
"82","A82",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.2,5.2,5.2,5.1,5.1,5.08,5,5,5,5,5,5,5,5,5,5,5,5,5,4.97,4.8,4.8,4.8
"83","A83",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.53,4.77,5,5,5,5,5,5.44,5.7,5.7,5.82,6.2,6.2,6.2,6.01,6,6,6,6,6,6,6,6,6,5.97,6
"84","A84",5,5,5,4.36,3.51,3,3,3,3,3,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.03,4,4,4,4.22,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"85","A85",5,5,5,5,5,4.89,4.14,4,4,4,4,4,4,4,4,4,4,4,4,3.68,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"86","A86",5,5,5,5,5,5,5,5,5,5,5,5,5,5.02,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
"87","A87",5,5,5,5,5,5,5,5,5,4.76,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.88,5,4.66,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.78,5.19
"88","A88",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.72,4,4,4,3.83,3.11,4.21,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"89","A89",5,5,5,5,5,4.57,4.3,4.28,4.2,4.2,4.1,3.9,3.9,3.9,3.9,3.9,3.9,4,3.96,3.4,3.31,3,3,3.09,3.4,3.4,3.21,2.92,2.9,2.9,2.87,2.8,2.66,2.3,2.2,2.2,2.2,2.2,2.37,2.3,2.58,3.2
"90","A90",5,5,5,5,5,5.04,5.4,5.5,6,6,6,6,6,6.19,6.2,6.2,6.2,6.2,6.2,6.17,6.3,6.3,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.43,6.5,6.5,6.5,6.5,6.6,6.6
"91","A91",5,5,5,5,5,4.78,3.7,3.7,3.7,3.7,3.68,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.83
"92","A92",4.99,4.9,4.9,4.82,4.7,4.61,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.49,4.43,4.53,4.56,4.42,4,4,4,4.03,5.53,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.52,5.6,5.6,5.6
"93","A93",5,5,5,5,5,5,5.96,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.02,6.39,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,7.05,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33
"94","A94",5,5,5,5,5,5,5,4.82,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.58,4.46,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.1,4.1
"95","A95",5,4.99,3.5,3.43,3,3,3,3.61,4.22,5.17,5.6,5.6,5.6,5.6,5.6,5.6,5.7,6,6,6,6,6.03,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.8,6.71,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
