"","ID","V8","V10","V12","V14","V16","V18","V20","V22","V24","V26","V28","V30","V32","V34","V36","V38","V40","V42","V44","V46","V48","V50","V52","V54","V56","V58","V60","V62","V64","V66","V68","V70","V72","V74","V76","V78","V80","V82","V84","V86","V88","V90"
"40","A40",5,5,4.67,2.64,2.37,2.1,2,2.02,1.87,2.2,2.18,2.7,2.34,1.97,2.08,1.83,1.48,1.94,2.31,2.79,3.79,4.88,4.93,6.43,6.42,6.43,6.24,5.79,4.17,4.45,5.06,5.73,5.83,5.41,4.43,3.63,3.49,3.49,3.36,3.3,3.24,2.78
"41","A41",5,5,5,5,5,5,5,5,5,5,5,5,5.49,5.7,5.51,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.57,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.76,5.8,5.8,5.8,5.8
"42","A42",5,5,5,5,5,5,5,5,5,5,5,5,5.36,4.57,4.3,4.26,4.2,4.2,4.16,4.1,3.9,3.96,4.1,4.23,4.3,4.3,4.3,4.33,4.63,4.88,4.91,4.29,3.9,3.85,3.36,2.73,2.4,2.34,2.1,2.1,2.1,2.1
"43","A43",5,5,4.86,4.61,4.5,4.26,4,4,4,4,4,3.92,3.82,3.53,3.33,3.3,3.3,3.3,3.3,3.29,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.03,2.84,2.8,2.74,2.6,2.3,2.27,2.19,2.1,2.1,2.1
"44","A44",5,5,5,5,5,5,5,5,4.81,4.04,3.8,4.53,5.06,5.3,5.3,5.3,5.31,5.96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"45","A45",5,5,5,5,5,5,5,5,5,5,5,5,5,4.97,4.08,3,3,3,3,3,3,3,3.11,4,4,4,4,4,4,4,4,5.81,6.1,6.1,6.1,3.88,3.11,3,2.98,3,3,2.65
"46","A46",5,5,5,4.58,3.34,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.29,3.1,3.09,3,3,3,3,3,3,3,2.9,2.9,2.9,2.7,2.7,2.67,2.7,2.61,2.6,2.54,2.08,1.89,2.1,2.1,2.1,2.1,2.1,2.1
"47","A47",5,5,5.02,5.46,6.18,6.1,5.89,5.47,5.07,4.61,4.37,4.1,4.28,4.5,4.6,4.63,4.86,5.13,5.3,5.45,5.4,5.58,5.7,5.61,6.21,6.6,6.78,6.8,6.5,6.38,6.07,6.2,6.2,6.2,6.16,6.36,6.6,5.47,5.18,5.62,5.62,5.21
"48","A48",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.2,5.39,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
"49","A49",5,5,3.73,1.56,1.9,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47
"50","A50",5,5,5,5,5,5,4.96,4.09,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"51","A51",5,4.86,4.38,3.71,3.06,2.8,2.7,2.63,2.6,2.61,2.83,3,3,2.86,2.8,2.8,2.99,3,3,3.1,3.1,3.1,3.32,3.43,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.62,3.33,2.84,2.61,2.6,2.6,2.54,2.59,2.7,2.7
"52","A52",5,5,5,5,5,5,4.54,4.5,4.5,4.5,4.12,4.1,4.1,4.1,3.63,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
"53","A53",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"54","A54",5,4.81,3.22,2.54,1.94,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.89,1.67,1.74,1.4
"55","A55",5,4.89,4.32,2.8,2.8,2.8,2.8,2.8,2.8,3,3.02,3.34,1.77,1.3,1.3,1.85,3,3,2.67,2.84,4.98,5.53,7,7,7,7,7,7,6.9,6.9,6.9,6.9,6.9,6.13,3.71,3,3,3,3,3.57,5.37,2.06
"56","A56",5,5,5,4.73,4.7,4.77,4.8,4.8,4.79,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.7,4.7,4.7,4.7,4.7,4.7,4.72,4.93,5,5.04,5.3,5.3,5.3,4.86,4.3,4.3,4.3,4.23,4.2,4.07
"57","A57",5,5,5,5,5,5,5,5,5,5.07,5.56,5.84,7.1,7.1,7.1,7.1,7.17,7.33,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.5,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
"58","A58",5,5,4.42,4,3.54,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.76,4.43,4.98,4.93,3.97,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2.97,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
"59","A59",5,5,5,5,5,5.22,3.17,3,3,3.02,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
"60","A60",5,5,4.69,3.03,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
"61","A61",5,5,5,5,5,5,5,5,4.97,4.93,5.03,5.2,5.6,5.6,5.6,5.6,5.9,6,6,6,6,6,5.73,5.14,4.56,4.5,4.5,4.5,4.5,4.38,3.9,3.9,3.9,3.9,3.9,3.91,4.12,4.79,4.6,4.6,4.6,4.6
"62","A62",5,5,4.97,4.71,4.6,4.6,4.6,4.6,4.33,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.33,4.5,4.5,4.5,4.5,4.5,4.47,4.3,4.3,4.3,4.3,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.33,4.4,4.3
"63","A63",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"64","A64",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.3,5.6,5.6,5.6,5.6,5.6,5.6,5.6,6.28,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.71
"65","A65",5,5,4.72,4.4,4.36,4.1,4.1,4.1,4.1,4.09,4,4,3.78,3.7,3.7,3.7,3.7,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.77,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.59
"66","A66",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.81,6.12,6,6,6,6,6,6,6,6,6,6,6,6
"67","A67",5,5,5,5,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01
"68","A68",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2.94,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.72,2.8,2.79
"69","A69",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.1,5.1,5.1,5.1,5.1,5.1,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
"70","A70",5,5,3.04,1.66,1.14,1.54,1.97,2.01,2.54,3.17,3.87,4.66,5.08,4.34,3.38,3.67,4.03,5.02,5.48,6.1,6.26,5.82,6.52,5.37,4.96,4.9,4.96,5.99,6.42,6.87,5.98,5.46,4.62,4.37,4.03,3.83,4.23,4.13,3.87,4.03,5.87,3.66
"71","A71",5,5,5,4.72,4.6,5.22,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.63,6.94,7.1,7.1,6,6,6,5.91,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.36
"72","A72",5,5,4.97,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.98,5.8,5.8,5.88,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,4.9,4.9,4.63,4.6,4.6,4.6,4.6,4.6,4.6,4.56
"73","A73",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.5,4.4,4.4,4.43,4.6,4.59,3.3,3.49,3.8,3.8,3.8,3.8,3.8,3.8,3.84,4.1,4.1,4.1,3.56,3.44,3.78,3.72
"74","A74",5,5,5,5,5,5,5,5,4.69,4.01,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"75","A75",5,4.92,4.73,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.5,4.62,4.47,4.38,4.04,4,4,4,3.9,3.7,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.36,3.3,3.3,3.3,3.26,3.1,3.1,3.07,2.8,2.62,2.58,2.8,2.78,2.6
"76","A76",5,5,4.97,4.64,4.48,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.48,4.02,4,4,3.69,3.4,3.4,3.4,3.4
"77","A77",5,5,4.98,4.9,4.84,4.8,4.8,4.8,4.62,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.7,4.73,4.73,4.7,4.7,4.68,4.5,4.5,4.5,4.46,4.4,4.3,4.3,4.2,4.14,4.1,4.06,4,4,4,4,3.9
"78","A78",5,4.93,4.8,4.76,4.7,4.7,4.7,4.7,4.7,4.77,4.8,4.8,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.74,5.1,5.1,5.08,4.9,4.9,4.9,4.9,4.7,4.7
"79","A79",5,5,5,4.93,3.62,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.9,2.4,2.4,1.97
"80","A80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","A81",5,4.94,4.8,4.7,4.6,4.6,4.6,4.59,4.5,4.5,4.5,4.41,4.3,4.14,4.1,4.1,4.1,4.09,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.79,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.4,3.4,3.4,3.4,3.4,3.41,3.59,3.2
"82","A82",5,5,5,5,5,5,5,5,5,5,5,5,4.93,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.59,4.7,4.7,4.7,5.1,5.2,5.2,5.3,5.4,5.4,5.4,5.4,5.4,5,5,5,5,4.94,4.9,4.7
"83","A83",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.99,4.28,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
"84","A84",5,5,5,5,5,4.09,3.94,3.94,3.94,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.52,6.08,6.06,5.89,4,4.58,5.9,5.9,5.9,5.86,4.97,4.97,5.09,5.89,5.89,5.89,5.89,5.89,5.89,5.89,5.89,5.9,5.92,5.92,5.92,5.68
"85","A85",5,5,4.96,4.37,3.97,3.58,3.07,3,3,3,3,3.03,3.31,3.69,3.48,3.13,3,2.96,2.6,2.6,2.57,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.39,2.4,2.06,2,2,2,2,2,2,2,2,2,2,2
"86","A86",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"87","A87",5,5,5,5,5,5,5,4.9,4.8,4.8,4.7,4.7,5.17,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.38,5.4,5.4,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.54,5.6,5.6,5.6
"88","A88",5,5,5,3.86,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"89","A89",5,5,5,5.97,6.3,6.3,6.3,6.3,6.73,6.8,6.8,6.8,7.84,7.9,7.9,7.9,7.9,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.22,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.43,8.6,8.6,8.6,8.6,8.6,8.6,8.71
"90","A90",5,5,4.97,4.8,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.47,4.31,4.2,4.2,4.2,4.1,4,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.66
"91","A91",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.99,5.65,5.5,4.33,4.02,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.73,3.89,3.89,4.03,4.49,4.45,4.98,4.99,3.72
"92","A92",5,5,5,4.91,4.79,4.64,4.6,4.56,4.07,4,4,3.97,3.63,3.34,2.99,3.04,3.12,3.43,3.38,3.31,3.46,3.86,4.09,3.91,3.76,3.98,3.82,3.62,3.4,3.4,3.25,3.2,3.2,3.07,2.93,2.8,2.88,3,3,3,2.97,2.7
