"","ID","V8","V10","V12","V14","V16","V18","V20","V22","V24","V26","V28","V30","V32","V34","V36","V38","V40","V42","V44","V46","V48","V50","V52","V54","V56","V58","V60","V62","V64","V66","V68","V70","V72","V74","V76","V78","V80","V82","V84","V86","V88","V90"
"18","A18",5,5.17,6.26,7,7.03,7.33,7.04,6,6,6,6,6.83,7.1,7.1,7.1,7.1,7.1,6.18,6.64,7.1,8.08,8,8,8,8,7.91,7.24,6,6,5.9,4.73,4.6,4.7,4.7,4.7,4.73,5,5,5.28,5.5,5.81,6.21
"19","A19",5,5,5,5,5,5,4.76,4.1,4.1,4.1,4.12,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.17,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
"20","A20",5,4.78,4.77,5,5,4.9,4.92,5.16,5.2,4.77,4.5,4.56,4.7,5.07,5.41,5.87,6.36,6.77,6.8,6.94,7,7,6.93,6.89,6.9,6.66,6.5,6.4,6.47,6.6,6.09,5.71,5.64,6.09,6.5,6.57,6.4,6.54,6.41,6.48,6.5,6.5
"21","A21",5,5,5,5,5,4.82,4.3,4.3,4.3,4.3,4.3,4.3,5.06,5.99,6.1,6.1,5.82,3.79,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.47,3,3,3,3,3,3,3,3.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
"22","A22",5,5.01,5.3,5.3,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.2,5.2,5.2,5.2,5.2,5.11,4.92,4.9,4.8,4.8,4.63,4.5,4.6,4.31,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
"23","A23",5,5,5,5,5,5,5,5,5,5,4.6,4.6,4.6,4.6,4.84,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.27,4.61,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
"24","A24",5,5,5,5,5.2,5.2,5.2,5.2,5.2,5.2,5.3,5.38,5.52,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.5,5.34,5.3,5.4,5.4,5.5,5.5,5.5,5.69,5.7,5.8,5.8,5.8
"25","A25",5,5,5.09,4.93,4.8,4.8,4.77,4.6,4.5,4.32,4.3,4.3,4.3,4.3,4.19,4.1,4.1,4.1,3.94,3.9,3.9,3.9,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.58,3.6,3.9,3.9,3.9,3.9
"26","A26",5,5,5,5,5,5.18,6.23,6.49,6.4,6.4,6.4,7.39,7.5,7.5,7.5,7.5,7.5,7.5,7.88,7.01,6,6,6,6,6,6,5.18,4.93,5,5,4.92,4.72,6.37,6.98,7.3,7.2,7.2,7.31,7.4,7.4,7.4,7.36
"27","A27",5,5.08,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.28,5.2,5.2,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
"28","A28",5,4.89,4.62,4.4,4.2,4.1,3.96,3.83,3.52,3.32,3.3,3.3,3.38,3.69,3.5,3.53,3.56,3.29,3.07,2.97,2.52,2.2,2.2,2.2,2.13,2,1.8,1,1.08,1.1,1.04,1.22,1.38,1.88,2.39,2.89,3.19,3.74,4.19,4.53,4.97,4.9
"29","A29",5.04,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.21,5.5,5.5,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.47,4.68,4.6,4.6,4.49,4.4,4.3,4.63,5.16,5.54,5.77,6.03,5.96,6.24,6.24,6.3,6.2
"30","A30",5,5,4.91,4.7,4.54,4.8,4.84,4.97,4.96,4.88,4.89,5,5.2,5.2,5.2,5.2,5.3,5.42,5.6,5.5,5.5,5.5,5.34,5.09,5,5,4.99,4.9,5,5,5.06,5.22,5.38,5.47,5.39,5.3,5.02,5,4.98,5.08,5.12,5.27
"31","A31",5,5,5,5,5,5,5,5,5,5,5,5,5,5.1,4.94,4.9,4.9,5.1,5.2,5.3,5.3,5.38,5.4,5.4,5.4,5.3,5.34,5.4,5.5,5.6,5.7,5.72,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.78,5.7
"32","A32",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"33","A33",5,5,4.91,4.8,4.66,4.5,4.5,4.5,4.43,4.2,4,3.86,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.37,3.12,2.8,2.92,3,3,3,3,2.69,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3
"34","A34",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"35","A35",5,5,4.59,4.06,3.62,3.5,3.5,3.4,3.4,3.4,3.4,3.41,3.6,3.6,3.6,3.5,3.5,3.4,3.26,3.2,3,3,3,3,3,3,3,3,3,3,3,2.9,2.96,3,3,3,3,3.14,3.3,3.3,3.4,3.4
"36","A36",5,4.92,3.04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"37","A37",5,5,4.92,4.7,4.7,4.6,4.54,4.5,4.5,4.5,4.47,4.3,4.3,4.3,4.2,4.19,4.03,3.9,3.8,3.8,3.8,3.7,3.64,3.6,3.5,3.4,3.4,3.3,3.21,3.1,3.03,2.92,2.9,2.83,2.8,2.8,2.8,2.86,2.81,3,2.9,2.9
"38","A38",5,4.66,2.82,1.9,1.67,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.9,2.4,2.4,2.4,2.4,2.4,2.4,2.76,3.2,2.9,3.22,3.3,2.79,2.16,1.7,1.7,1.7,1.56,1.5,3,4.23,5.28,5.73,4.76,3.99,5.17,6.14,6.38,6.5,6.5
"39","A39",5,5,4.89,4.46,4.04,3.89,3.52,3.5,3.5,3.5,3.5,3.58,3.97,4.08,4.39,4.4,4.33,3.91,3.7,3.69,3.3,2.79,2.37,2.1,2.02,1.34,1,1,1,1,1,1.02,1.43,1.5,1.32,1.26,1.52,1.97,2.3,2.42,2.7,2.44
"40","A40",5.03,5.43,5.91,6.32,6.54,6.61,6.61,6.48,6.51,6.22,5.77,4.61,4.66,5.37,6.04,3.95,6.53,4.53,3.34,3.21,3.08,3.16,3.29,3.17,3.01,2.59,2.27,2.4,2.3,2.2,2.02,2.23,3.14,3.87,3.91,4.02,3.94,4.03,3.62,4.36,6.09,6.58
"41","A41",5,5,5,5,5,5,5,5,5,5,5.02,5.2,5.3,5.3,5.3,5.3,5.34,4.9,4.7,4.7,4.7,4.7,4.62,4.6,4.59,4.5,4.5,4.5,4.4,4.4,4.4,4.3,4.39,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
"42","A42",5,5.08,5.3,5.51,5.7,5.85,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.7,5.79,5.17,4.8,4.76,4.7,4.84,5.2,5.1,5.12,5.46,5.5,5.33,4.79,4.06,3.42,3.13,3.1,3.1,3.1,3,3,3,3,2.97,2.8
"43","A43",5,5,5,5,5,5,5,4.84,4.78,4.59,4.2,4.2,4.1,4.1,4.26,4.3,4.18,3.73,3.7,3.7,3.7,3.54,3.5,3.48,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
"44","A44",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.03,5.45,5.89,6.32,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
"45","A45",5,5,5,5,5,5.03,5.83,6.1,6,6,6,6,6,6,6,6,6,6,6,6,5.98,4.14,4.1,4.1,4.1,4.01,3.43,3,3,3,2.86,2.7,2.7,2.7,2.7,2.7,4.41,6.07,6,6,6,6
"46","A46",5,5.4,5.43,5.64,5.86,6,6,6,6,6,6.5,6.7,6.9,6.9,7.02,7.78,8,8,8,8,8,8,8.17,8.14,8.14,8.14,8.17,8.2,8.11,8.19,8.16,8.16,8.17,8.16,8.19,8.16,8.22,8.17,8.27,8.18,8.17,8.2
"47","A47",5,4.69,4.42,4.3,4.19,4,4,4,4,4,4,4,4.22,4.82,5,5,4.99,4.89,4.8,4.8,4.8,4.8,4.63,4.02,4,4,4,4,4,4,3.62,3,3,3,3,3,3.93,4.39,5.76,6,6,5.3
"48","A48",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.82,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
"49","A49",5,5,4.97,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.09,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38
"50","A50",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.77,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7.07
"51","A51",5,5,4.87,4.47,4.1,3.99,3.9,3.86,3.8,3.8,3.8,3.81,4,4,4,3.8,3.59,3.1,3,3,3,3,3,3,3,3,3,3,3.03,3.1,3,3.37,3.77,3.9,3.97,4.07,4.18,4.2,4.2,4.2,4.2,4.1
"52","A52",5,5,5,5,5,5,5,5,5,5,5,5,4.97,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.02,3.5,3.5,3.5,3.5,3.5,3.5
